Rho1,Rho2,StageType,GlobalI1,GlobalE1,GlobalS1,DIF1,DIMI1,DIME1,DIMS1,DIM1,DIMper1,INTI1,INTE1,INTS1,INT1,INTper1,DI1,DIS1,AIper1,GlobalI2,GlobalE2,GlobalS2,DIF2,DIMI2,DIME2,DIMS2,DIM2,DIMper2,INTI2,INTE2,INTS2,INT2,INTper2,DI2,DIS2,AIper2,BalDIMI1,BalDIME1,BalDIMS1,BalDIMI2,BalDIME2,BalDIMS2,DIF1divDIF2,VQ1,VQ2,SQ1,SQ2,BQr1,BQr2,BQa1,BQa2,CQ1,CQ2
956,914,,12,7,4,20,9,7,4,7,0.35,3,0,0,3,0.15,6,0,0.5,21,8,8,30,14,8,8,12,0.4,7,0,0,7,0.23,14,2,0.57,,,,,,,0.67,30,10,51,21,1.7,2.1,40.5,15.5,68.85,32.55
852,870,,13,16,29,42,10,12,20,18,0.43,3,4,9,16,0.38,11,4,0.64,10,12,23,34,7,9,16,14,0.41,3,3,7,13,0.38,8,0,0.5,,,,,,,1.24,80,38,61,27,0.76,0.71,70.5,32.5,53.76,23.09
898,848,,7,15,12,30,6,10,10,12,0.4,1,5,2,8,0.27,7,0,0.5,11,26,18,40,9,18,13,14,0.35,2,8,5,15,0.38,9,0,0.5,,,,,,,0.75,50,20,69,29,1.38,1.45,59.5,24.5,82.11,35.53
964,850,,4,8,9,20,4,8,8,4,0.2,0,0,1,1,0.05,2,0,0.5,10,20,21,38,8,15,14,7,0.18,2,5,7,14,0.37,7,0,0.5,,,,,,,0.53,25,5,59,21,2.36,4.2,42,13,99.12,54.6
908,918,,9,5,21,26,7,5,14,16,0.62,2,0,7,9,0.35,12,0,0.5,11,16,9,28,9,12,7,8,0.29,2,4,2,8,0.29,4,0,0.5,,,,,,,0.93,51,25,44,16,0.86,0.64,47.5,20.5,40.98,13.12
724,904,,18,26,31,56,12,18,17,22,0.39,6,8,14,28,0.5,14,0,0.5,7,15,14,32,7,12,10,7,0.22,0,3,4,7,0.22,5,0,0.5,,,,,,,1.75,106,50,46,14,0.43,0.28,76,32,32.98,8.96
868,804,,6,21,22,36,6,15,15,9,0.25,0,6,7,13,0.36,8,4,0.83,26,25,18,48,18,16,14,6,0.13,8,9,4,21,0.44,6,2,0.54,,,,,,,0.75,62,26,77,29,1.24,1.12,69.5,27.5,86.31,30.67
914,844,,5,8,21,26,5,6,15,19,0.73,0,2,6,8,0.31,10,0,0.5,23,10,17,38,14,8,13,13,0.34,9,2,4,15,0.39,12,0,0.5,,,,,,,0.68,53,27,66,28,1.25,1.04,59.5,27.5,74.09,28.52
842,812,,9,10,33,38,8,7,22,28,0.74,1,3,11,15,0.39,18,0,0.5,9,42,11,42,7,27,8,39,0.93,2,15,3,20,0.48,25,0,0.5,,,,,,,0.9,81,43,101,59,1.25,1.37,91,51,113.47,69.98
908,840,,9,17,15,32,8,13,11,7,0.22,1,4,4,9,0.28,3,0,0.5,12,23,23,42,10,16,16,6,0.14,2,7,7,16,0.38,5,0,0.5,,,,,,,0.76,48,16,64,22,1.33,1.38,56,19,74.67,26.13
950,748,,14,3,9,22,11,3,8,11,0.5,3,0,1,4,0.18,5,0,0.5,24,23,33,56,18,17,21,7,0.13,6,6,12,24,0.43,12,0,0.5,,,,,,,0.39,37,15,87,31,2.35,2.07,62,23,145.78,47.53
758,752,,24,30,19,54,18,17,14,12,0.22,6,13,5,24,0.44,15,2,0.65,31,25,26,56,21,17,18,7,0.13,10,8,8,26,0.46,4,2,0.55,,,,,,,0.96,92,38,91,35,0.99,0.92,91.5,36.5,90.51,33.62
910,880,,11,11,17,30,9,9,12,6,0.2,2,2,5,9,0.3,6,0,0.5,13,20,16,36,10,15,11,9,0.25,3,5,5,13,0.36,2,0,0.5,,,,,,,0.83,45,15,58,22,1.29,1.47,51.5,18.5,66.38,27.13
938,842,,8,17,7,28,7,14,7,14,0.5,1,3,0,4,0.14,5,2,0.57,8,28,13,36,7,19,7,21,0.58,1,9,6,16,0.44,11,0,0.5,,,,,,,0.78,48,20,73,37,1.52,1.85,60.5,28.5,92.01,52.73
904,942,,24,4,9,28,17,4,7,23,0.82,7,0,2,9,0.32,12,0,0.5,14,8,8,26,11,8,7,7,0.27,3,0,1,4,0.15,5,0,0.5,,,,,,,1.08,60,32,37,11,0.62,0.34,48.5,21.5,29.91,7.39
816,830,,23,25,9,40,14,18,6,14,0.35,9,7,3,19,0.48,8,0,0.5,24,16,24,46,17,13,16,5,0.11,7,3,8,18,0.39,6,0,0.5,,,,,,,0.87,73,33,69,23,0.95,0.7,71,28,67.11,19.52
830,854,,19,19,13,36,13,13,7,3,0.08,6,6,6,18,0.5,0,0,0.5,17,14,25,42,13,12,17,9,0.21,4,2,8,14,0.33,10,0,0.5,,,,,,,0.86,57,21,65,23,1.14,1.1,61,22,69.56,24.1
862,912,,8,25,17,36,7,17,12,15,0.42,1,8,5,14,0.39,10,0,0.5,8,12,18,30,7,10,13,9,0.3,1,2,5,8,0.27,7,0,0.5,,,,,,,1.2,65,29,47,17,0.72,0.59,56,23,40.49,13.48
864,750,,15,6,21,32,10,6,14,13,0.41,5,0,7,12,0.38,9,2,0.59,34,9,23,54,17,8,17,33,0.61,17,1,6,24,0.44,27,2,0.61,,,,,,,0.59,59,27,113,59,1.92,2.19,86,43,164.71,93.96
896,878,,13,12,10,28,10,7,7,2,0.07,3,5,3,11,0.39,4,0,0.5,10,21,16,36,8,15,13,9,0.25,2,6,3,11,0.31,7,0,0.5,,,,,,,0.78,41,13,56,20,1.37,1.54,48.5,16.5,66.24,25.38
916,890,,8,10,20,30,7,8,15,15,0.5,1,2,5,8,0.27,7,0,0.5,13,11,21,34,10,10,14,8,0.24,3,1,7,11,0.32,10,0,0.5,,,,,,,0.88,53,23,53,19,1,0.83,53,21,53,17.35
912,712,,13,6,15,28,10,6,10,8,0.29,3,0,5,8,0.29,7,0,0.5,14,44,31,60,12,28,20,24,0.4,2,16,11,29,0.48,19,0,0.5,,,,,,,0.47,44,16,113,53,2.57,3.31,78.5,34.5,201.6,114.28
810,906,,11,3,29,32,7,3,17,28,0.88,4,0,12,16,0.5,20,4,0.72,14,5,20,30,11,5,14,12,0.4,3,0,6,9,0.3,9,0,0.5,,,,,,,1.07,80,48,51,21,0.64,0.44,65.5,34.5,41.76,15.09
848,858,,12,15,27,40,10,12,17,14,0.35,2,3,10,15,0.38,15,0,0.5,5,30,20,40,5,20,15,20,0.5,0,10,5,15,0.38,15,0,0.5,,,,,,,1,69,29,75,35,1.09,1.21,72,32,78.26,38.62
744,750,,32,23,24,54,22,15,17,12,0.22,10,8,7,25,0.46,5,0,0.5,27,20,34,54,18,14,22,12,0.22,9,6,12,27,0.5,9,2,0.54,,,,,,,1,91,37,95,41,1.04,1.11,93,39,97.09,43.22
912,936,,9,8,19,28,8,6,14,14,0.5,1,2,5,8,0.29,7,2,0.54,8,11,10,26,7,10,7,4,0.15,1,1,3,5,0.19,4,0,0.5,,,,,,,1.08,52,24,35,9,0.67,0.38,43.5,16.5,29.28,6.19
756,656,,32,23,22,54,22,16,14,12,0.22,10,7,8,25,0.46,5,0,0.5,43,28,14,56,26,18,11,25,0.45,17,10,3,30,0.54,21,2,0.64,,,,,,,0.96,91,37,113,57,1.24,1.54,102,47,126.66,72.41
916,922,,13,10,15,30,11,8,11,3,0.1,2,2,4,8,0.27,4,0,0.5,11,21,3,28,9,16,3,20,0.71,2,5,0,7,0.25,8,0,0.5,,,,,,,1.07,41,11,55,27,1.34,2.45,48,19,64.39,46.64
776,832,,15,23,34,50,12,16,22,16,0.32,3,7,12,22,0.44,14,0,0.5,13,14,36,46,10,12,24,26,0.57,3,2,12,17,0.37,19,0,0.5,,,,,,,1.09,88,38,89,43,1.01,1.13,88.5,40.5,89.51,45.83
902,954,,8,10,19,30,7,7,15,15,0.5,1,3,4,8,0.27,4,0,0.5,8,6,8,18,7,5,6,3,0.17,1,1,2,4,0.22,2,0,0.5,,,,,,,1.67,53,23,25,7,0.47,0.3,39,15,18.4,4.57
890,844,,15,9,25,40,13,9,18,14,0.35,2,0,7,9,0.23,12,2,0.53,11,11,35,42,10,9,23,27,0.64,1,2,12,15,0.36,21,0,0.5,,,,,,,0.95,65,25,84,42,1.29,1.68,74.5,33.5,96.28,56.28
874,900,,2,24,20,32,2,16,14,16,0.5,0,8,6,14,0.44,10,0,0.5,7,19,16,34,7,15,12,11,0.32,0,4,4,8,0.24,4,0,0.5,,,,,,,0.94,62,30,53,19,0.85,0.63,57.5,24.5,49.15,15.52
788,606,,33,19,20,50,21,14,15,13,0.26,12,5,5,22,0.44,14,2,0.52,30,39,31,72,17,25,17,3,0.04,13,14,14,41,0.57,1,2,0.6,,,,,,,0.69,87,37,118,46,1.36,1.24,102.5,41.5,139.02,51.59
832,670,,20,13,16,40,14,11,10,5,0.13,6,2,6,14,0.35,4,0,0.5,22,32,33,62,15,22,17,13,0.21,7,10,16,33,0.53,15,4,0.6,,,,,,,0.65,59,19,112,50,1.9,2.63,85.5,34.5,162.31,90.79
882,852,,12,11,21,34,10,9,14,11,0.32,2,2,7,11,0.32,10,0,0.5,7,21,21,36,7,14,14,9,0.25,0,7,7,14,0.39,7,0,0.5,,,,,,,0.94,56,22,59,23,1.05,1.05,57.5,22.5,60.58,23.52
846,834,,14,11,26,38,10,9,17,13,0.34,4,2,9,15,0.39,12,2,0.55,10,29,20,42,8,19,15,15,0.36,2,10,5,17,0.4,13,0,0.5,,,,,,,0.9,68,30,74,32,1.09,1.07,71,31,77.26,33.07
766,848,,25,6,38,48,16,6,24,24,0.5,9,0,14,23,0.48,19,4,0.75,13,10,26,36,10,7,17,15,0.42,3,3,9,15,0.42,12,0,0.5,,,,,,,1.33,99,51,66,30,0.67,0.59,82.5,40.5,55,23.82
804,892,,8,28,18,40,6,17,13,23,0.58,2,11,5,18,0.45,15,4,0.73,22,15,8,34,16,11,7,14,0.41,6,4,1,11,0.32,7,0,0.5,,,,,,,1.18,85,45,59,25,0.69,0.56,72,35,49.98,19.44
890,902,,16,7,12,26,11,6,7,7,0.27,5,1,5,11,0.42,4,0,0.5,12,16,7,28,10,10,6,8,0.29,2,6,1,9,0.32,9,0,0.5,,,,,,,0.93,44,18,45,17,1.02,0.94,44.5,17.5,45.51,16.53
932,940,,10,9,13,26,8,8,10,4,0.15,2,1,3,6,0.23,3,0,0.5,13,10,7,26,10,9,7,4,0.15,3,1,0,4,0.15,5,0,0.5,,,,,,,1,36,10,34,8,0.94,0.8,35,9,33.06,7.2
858,920,,18,19,17,40,14,13,13,2,0.05,4,6,4,14,0.35,4,2,0.63,14,19,4,30,11,15,4,15,0.5,3,4,0,7,0.23,5,0,0.5,,,,,,,1.33,58,18,52,22,0.9,1.22,55,20,49.31,24.44
946,918,,11,8,8,24,9,8,7,3,0.13,2,0,1,3,0.13,3,0,0.5,11,12,13,28,8,10,10,2,0.07,3,2,3,8,0.29,1,0,0.5,,,,,,,0.86,30,6,38,10,1.27,1.67,34,8,43.07,13.33
914,844,,11,14,10,28,9,10,8,5,0.18,2,4,2,8,0.29,4,0,0.5,7,19,23,36,6,14,14,12,0.33,1,5,9,15,0.42,12,2,0.53,,,,,,,0.78,41,13,65,29,1.59,2.23,53,21,84.02,46.85
926,894,,4,17,8,22,4,11,7,11,0.5,0,6,1,7,0.32,11,0,0.5,10,15,18,34,8,12,14,8,0.24,2,3,4,9,0.26,3,0,0.5,,,,,,,0.65,40,18,51,17,1.28,0.94,45.5,17.5,58.01,16.53
686,808,,31,31,26,64,21,17,18,11,0.17,10,14,8,32,0.5,10,2,0.55,18,22,28,48,14,15,19,9,0.19,4,7,9,20,0.42,7,0,0.5,,,,,,,1.33,109,45,77,29,0.71,0.64,93,37,65.7,23.84
778,822,,27,21,19,48,18,15,13,6,0.13,9,6,6,21,0.44,6,2,0.6,16,18,26,44,10,14,18,10,0.23,6,4,8,18,0.41,6,2,0.57,,,,,,,1.09,77,29,74,30,0.96,1.03,75.5,29.5,72.56,30.52
876,820,,17,16,21,42,14,12,16,6,0.14,3,4,5,12,0.29,3,0,0.5,18,22,25,46,14,15,17,5,0.11,4,7,8,19,0.41,5,0,0.5,,,,,,,0.91,60,18,70,24,1.17,1.33,65,21,75.83,28
952,788,,11,3,9,18,8,3,7,6,0.33,3,0,2,5,0.28,4,0,0.5,16,32,25,52,12,22,18,14,0.27,4,10,7,21,0.4,9,0,0.5,,,,,,,0.35,29,11,87,35,3,3.18,58,23,174,73.18
922,892,,12,3,18,26,10,3,13,13,0.5,2,0,5,7,0.27,8,0,0.5,12,14,19,34,9,12,13,5,0.15,3,2,6,11,0.32,7,0,0.5,,,,,,,0.76,46,20,50,16,1.09,0.8,48,18,52.17,14.4
924,900,,12,11,14,30,10,9,11,3,0.1,2,2,3,7,0.23,2,0,0.5,5,19,18,32,5,14,13,10,0.31,0,5,5,10,0.31,5,0,0.5,,,,,,,0.94,40,10,52,20,1.3,2,46,15,59.8,30
934,936,,12,8,15,32,11,8,13,7,0.22,1,0,2,3,0.09,3,0,0.5,12,7,13,26,9,7,10,4,0.15,3,0,3,6,0.23,3,0,0.5,,,,,,,1.23,42,10,36,10,0.86,1,39,10,33.43,10
846,764,,24,10,22,40,18,8,14,14,0.35,6,2,8,16,0.4,8,0,0.5,24,22,26,52,17,16,17,5,0.1,7,6,9,22,0.42,5,0,0.5,,,,,,,0.77,70,30,79,27,1.13,0.9,74.5,28.5,84.08,25.65
940,890,,9,6,10,22,8,5,7,5,0.23,1,1,3,5,0.23,4,0,0.5,11,15,20,36,10,12,14,6,0.17,1,3,6,10,0.28,8,0,0.5,,,,,,,0.61,32,10,52,16,1.63,1.6,42,13,68.25,20.8
832,830,,12,17,27,42,10,10,18,12,0.29,2,7,9,18,0.43,9,2,0.6,8,31,23,44,7,21,16,19,0.43,1,10,7,18,0.41,12,0,0.5,,,,,,,0.95,74,32,81,37,1.09,1.16,77.5,34.5,84.83,39.89
904,840,,16,7,20,34,13,6,15,11,0.32,3,1,5,9,0.26,6,0,0.5,4,23,29,40,4,16,20,20,0.5,0,7,9,16,0.4,11,0,0.5,,,,,,,0.85,54,20,76,36,1.41,1.8,65,28,91.48,50.4
940,862,,12,11,9,28,10,10,8,2,0.07,2,1,1,4,0.14,2,2,0.54,16,9,22,38,13,9,14,10,0.26,3,0,8,11,0.29,13,0,0.5,,,,,,,0.74,36,8,59,21,1.64,2.63,47.5,14.5,77.85,38.06
934,868,,13,5,14,26,10,5,11,7,0.27,3,0,3,6,0.23,3,0,0.5,14,16,23,40,11,12,17,11,0.28,3,4,6,13,0.33,5,0,0.5,,,,,,,0.65,39,13,64,24,1.64,1.85,51.5,18.5,84.51,34.15
878,884,,7,15,20,32,6,10,14,10,0.31,1,5,6,12,0.38,6,0,0.5,20,7,17,32,13,6,13,7,0.22,7,1,4,12,0.38,9,2,0.56,,,,,,,1,54,22,53,21,0.98,0.95,53.5,21.5,52.51,20.52
888,916,,14,9,22,34,11,8,15,11,0.32,3,1,7,11,0.32,10,0,0.5,14,16,7,30,11,12,7,6,0.2,3,4,0,7,0.23,5,0,0.5,,,,,,,1.13,56,22,43,13,0.77,0.59,49.5,17.5,38.01,10.34
924,788,,18,5,12,28,14,5,9,14,0.5,4,0,3,7,0.25,5,0,0.5,27,21,20,48,18,14,14,6,0.13,9,7,6,22,0.46,5,2,0.54,,,,,,,0.58,49,21,78,30,1.59,1.43,63.5,25.5,101.08,36.43
958,866,,7,6,11,22,6,6,10,8,0.36,1,0,1,2,0.09,1,0,0.5,18,16,17,36,13,12,11,3,0.08,5,4,6,15,0.42,3,0,0.5,,,,,,,0.61,32,10,54,18,1.69,1.8,43,14,72.56,25.2
898,926,,8,15,19,32,7,11,14,10,0.31,1,4,5,10,0.31,5,2,0.56,13,15,5,26,10,11,5,7,0.27,3,4,0,7,0.27,5,0,0.5,,,,,,,1.23,54,22,40,14,0.74,0.64,47,18,34.81,11.45
938,942,,3,4,19,20,3,4,13,19,0.95,0,0,6,6,0.3,12,0,0.5,10,9,8,26,7,9,8,1,0.04,3,0,0,3,0.12,6,2,0.54,,,,,,,0.77,45,25,32,6,0.71,0.24,38.5,15.5,27.38,3.72
928,868,,10,4,18,26,9,4,13,13,0.5,1,0,5,6,0.23,9,0,0.5,14,22,12,36,10,15,10,9,0.25,4,7,2,13,0.36,8,0,0.5,,,,,,,0.72,45,19,58,22,1.29,1.16,51.5,20.5,66.38,23.74
924,948,,12,10,11,26,10,7,9,4,0.15,2,3,2,7,0.27,2,0,0.5,7,6,15,24,6,6,12,12,0.5,1,0,3,4,0.17,5,0,0.5,,,,,,,1.08,37,11,40,16,1.08,1.45,38.5,13.5,41.62,19.64
930,858,,2,10,16,22,2,7,12,14,0.64,0,3,4,7,0.32,5,2,0.55,11,28,14,40,9,19,12,17,0.43,2,9,2,13,0.33,14,0,0.5,,,,,,,0.55,45,23,70,30,1.56,1.3,57.5,26.5,89.44,34.57
894,874,,5,15,14,28,5,10,10,8,0.29,0,5,4,9,0.32,6,0,0.5,7,8,31,34,6,8,20,26,0.76,1,0,11,12,0.35,21,0,0.5,,,,,,,0.82,45,17,72,38,1.6,2.24,58.5,27.5,93.6,61.47
942,840,,12,8,9,26,11,6,9,7,0.27,1,2,0,3,0.12,3,0,0.5,9,26,20,38,7,17,14,13,0.34,2,9,6,17,0.45,10,0,0.5,,,,,,,0.68,36,10,68,30,1.89,3,52,20,98.22,60
908,848,,17,4,11,26,12,4,7,10,0.38,5,0,4,9,0.35,6,0,0.5,18,20,21,44,14,15,15,1,0.02,4,5,6,15,0.34,3,0,0.5,,,,,,,0.59,45,19,60,16,1.33,0.84,52.5,17.5,70,14.74
968,912,,4,4,9,16,4,4,8,8,0.5,0,0,1,1,0.06,2,0,0.5,11,14,10,28,9,10,7,2,0.07,2,4,3,9,0.32,3,0,0.5,,,,,,,0.57,25,9,39,11,1.56,1.22,32,10,49.92,12.22
826,910,,21,18,24,46,16,13,17,5,0.11,5,5,7,17,0.37,4,0,0.5,11,7,19,30,10,6,14,12,0.4,1,1,5,7,0.23,8,0,0.5,,,,,,,1.53,68,22,49,19,0.72,0.86,58.5,20.5,42.15,17.7
912,870,,8,13,19,32,7,11,14,10,0.31,1,2,5,8,0.25,7,2,0.53,14,9,25,34,10,8,16,14,0.41,4,1,9,14,0.41,13,0,0.5,,,,,,,0.94,52,20,62,28,1.19,1.4,57,24,67.96,33.6
810,750,,18,22,28,48,14,15,19,9,0.19,4,7,9,20,0.42,7,0,0.5,27,20,34,54,18,14,22,12,0.22,9,6,12,27,0.5,9,2,0.54,,,,,,,0.89,77,29,95,41,1.23,1.41,86,35,106.1,49.48
900,842,,8,20,9,30,8,14,7,15,0.5,0,6,2,8,0.27,10,0,0.5,13,15,16,36,11,10,10,3,0.08,2,5,6,13,0.36,5,0,0.5,,,,,,,0.83,53,23,52,16,0.98,0.7,52.5,19.5,51.51,13.57
942,844,,8,9,12,24,7,8,9,3,0.13,1,1,3,5,0.21,4,0,0.5,9,16,29,38,7,12,19,19,0.5,2,4,10,16,0.42,14,0,0.5,,,,,,,0.63,32,8,73,35,2.28,4.38,52.5,21.5,119.77,94.06
808,848,,18,22,28,48,14,15,19,9,0.19,4,7,9,20,0.42,7,0,0.5,12,20,26,42,10,14,18,12,0.29,2,6,8,16,0.38,8,0,0.5,,,,,,,1.14,77,29,70,28,0.91,0.97,73.5,28.5,66.82,27.52
946,920,,7,10,11,26,7,8,11,7,0.27,0,2,0,2,0.08,4,0,0.5,10,21,8,32,9,16,7,16,0.5,1,5,1,7,0.22,8,0,0.5,,,,,,,0.81,35,9,55,23,1.57,2.56,45,16,70.71,40.89
884,890,,7,10,25,34,7,7,18,20,0.59,0,3,7,10,0.29,11,0,0.5,10,25,11,36,9,18,9,18,0.5,1,7,2,10,0.28,11,0,0.5,,,,,,,0.94,64,30,64,28,1,0.93,64,29,64,27.07
758,760,,25,19,34,52,17,13,22,14,0.27,8,6,12,26,0.5,10,2,0.56,11,31,26,52,9,17,18,23,0.44,2,14,8,24,0.46,18,2,0.63,,,,,,,1,94,42,101,49,1.07,1.17,97.5,45.5,104.76,53.08
914,906,,16,4,16,28,12,4,12,8,0.29,4,0,4,8,0.29,4,2,0.57,8,13,19,30,7,9,14,12,0.4,1,4,5,10,0.33,5,2,0.63,,,,,,,0.93,46,18,54,24,1.17,1.33,50,21,58.7,28
918,848,,12,7,18,30,10,7,13,9,0.3,2,0,5,7,0.23,8,0,0.5,10,15,25,38,8,10,17,13,0.34,2,5,8,15,0.39,9,0,0.5,,,,,,,0.79,46,16,66,28,1.43,1.75,56,22,80.35,38.5
958,846,,9,5,10,22,8,5,9,5,0.23,1,0,1,2,0.09,1,0,0.5,17,25,15,40,13,16,11,8,0.2,4,9,4,17,0.43,10,0,0.5,,,,,,,0.55,29,7,65,25,2.24,3.57,47,16,105.34,57.14
942,932,,9,7,15,26,8,7,11,7,0.27,1,0,4,5,0.19,7,0,0.5,8,13,11,26,7,10,9,4,0.15,1,3,2,6,0.23,3,0,0.5,,,,,,,1,38,12,36,10,0.95,0.83,37,11,35.05,9.17
878,816,,6,22,12,32,6,16,7,16,0.5,0,6,5,11,0.34,7,0,0.5,24,17,28,48,17,12,19,9,0.19,7,5,9,21,0.44,6,0,0.5,,,,,,,0.67,59,27,78,30,1.32,1.11,68.5,28.5,90.56,31.67
816,732,,22,28,15,46,16,19,10,11,0.24,6,9,5,20,0.43,7,2,0.61,18,31,42,62,14,21,27,19,0.31,4,10,15,29,0.47,16,0,0.5,,,,,,,0.74,79,33,110,48,1.39,1.45,94.5,40.5,131.58,58.91
944,914,,4,7,14,20,4,6,10,10,0.5,0,1,4,5,0.25,7,0,0.5,24,5,8,30,17,5,8,21,0.7,7,0,0,7,0.23,14,0,0.5,,,,,,,0.67,35,15,58,28,1.66,1.87,46.5,21.5,77.06,40.13
930,902,,9,8,18,30,8,8,14,12,0.4,1,0,4,5,0.17,7,0,0.5,13,4,25,32,10,4,18,22,0.69,3,0,7,10,0.31,11,0,0.5,,,,,,,0.94,47,17,64,32,1.36,1.88,55.5,24.5,75.57,46.12
948,900,,4,4,15,20,4,4,12,16,0.8,0,0,3,3,0.15,6,0,0.5,13,9,18,30,10,8,12,6,0.2,3,1,6,10,0.33,8,0,0.5,,,,,,,0.67,39,19,46,16,1.18,0.84,42.5,17.5,50.13,14.74
866,884,,17,9,27,40,13,9,18,14,0.35,4,0,9,13,0.33,14,4,0.68,18,15,16,38,13,12,13,1,0.03,5,3,3,11,0.29,4,0,0.5,,,,,,,1.05,71,31,50,12,0.7,0.39,60.5,21.5,42.61,8.32
882,732,,13,11,16,32,11,9,10,4,0.13,2,2,6,10,0.31,8,0,0.5,27,30,29,58,19,21,18,5,0.09,8,9,11,28,0.48,5,0,0.5,,,,,,,0.55,46,14,91,33,1.98,2.36,68.5,23.5,135.51,55.39
928,848,,7,9,18,28,6,8,14,14,0.5,1,1,4,6,0.21,6,0,0.5,17,28,13,42,13,19,10,15,0.36,4,9,3,16,0.38,11,0,0.5,,,,,,,0.67,48,20,73,31,1.52,1.55,60.5,25.5,92.01,39.53
754,760,,22,31,16,54,16,17,11,21,0.39,6,14,5,25,0.46,17,2,0.61,26,21,34,56,17,16,23,13,0.23,9,5,11,25,0.45,8,0,0.5,,,,,,,0.96,102,48,94,38,0.92,0.79,98,43,90.31,34.04
916,874,,12,5,15,28,10,5,10,11,0.39,2,0,5,7,0.25,8,0,0.5,16,15,15,36,12,10,11,3,0.08,4,5,4,13,0.36,2,0,0.5,,,,,,,0.78,46,18,52,16,1.13,0.89,49,17,55.39,15.11
862,836,,15,14,27,42,13,10,19,15,0.36,2,4,8,14,0.33,10,2,0.6,10,26,18,40,8,17,13,17,0.43,2,9,5,16,0.4,11,2,0.68,,,,,,,1.05,73,31,75,35,1.03,1.13,74,33,76.03,37.26
920,932,,12,7,19,32,10,7,15,13,0.41,2,0,4,6,0.19,6,2,0.66,6,7,19,26,5,7,14,16,0.62,1,0,5,6,0.23,9,2,0.54,,,,,,,1.23,53,21,50,24,0.94,1.14,51.5,22.5,48.58,25.71
906,850,,11,13,16,32,9,10,12,4,0.13,2,3,4,9,0.28,3,0,0.5,7,33,17,40,6,22,12,26,0.65,1,11,5,17,0.43,16,0,0.5,,,,,,,0.8,45,13,83,43,1.84,3.31,64,28,118.04,92.62
899,794,,16,6,9,23,10,5,7,10,0.43,6,1,2,9,0.39,9,1,0.65,16,31,20,48,13,21,14,15,0.31,3,10,6,19,0.4,11,0,0.5,,,,,,,0.48,43,20,82,34,1.91,1.7,62.5,27,119.19,45.9
866,744,,4,9,32,32,4,8,20,28,0.88,0,1,12,13,0.41,23,2,0.63,28,32,28,60,20,21,19,3,0.05,8,11,9,28,0.47,5,0,0.5,,,,,,,0.53,75,43,91,31,1.21,0.72,83,37,100.71,26.67
822,924,,11,9,38,40,9,7,24,32,0.8,2,2,14,18,0.45,24,2,0.65,2,10,16,22,2,7,11,11,0.5,0,3,5,8,0.36,7,0,0.5,,,,,,,1.82,92,52,41,19,0.45,0.37,66.5,35.5,29.64,12.97
868,952,,8,16,27,38,7,12,19,19,0.5,1,4,8,13,0.34,11,0,0.5,4,6,12,18,4,6,8,6,0.33,0,0,4,4,0.22,8,0,0.5,,,,,,,2.11,70,32,28,10,0.4,0.31,49,21,19.6,6.56
974,908,,6,2,7,14,5,2,7,7,0.5,1,0,0,1,0.07,2,0,0.5,4,15,16,26,4,10,12,10,0.38,0,5,4,9,0.35,6,2,0.58,,,,,,,0.54,22,8,47,21,2.14,2.63,34.5,14.5,73.7,38.06
870,920,,15,14,11,32,10,10,7,7,0.22,5,4,4,13,0.41,2,0,0.5,7,16,9,24,6,12,6,12,0.5,1,4,3,8,0.33,4,0,0.5,,,,,,,1.33,52,20,44,20,0.85,1,48,20,40.62,20
914,896,,5,10,14,28,5,7,10,11,0.39,0,3,4,7,0.25,5,0,0.5,18,10,18,36,14,9,13,6,0.17,4,1,5,10,0.28,5,0,0.5,,,,,,,0.78,46,18,52,16,1.13,0.89,49,17,55.39,15.11
836,814,,14,23,20,40,10,15,15,5,0.13,4,8,5,17,0.43,7,0,0.5,15,24,24,46,10,17,17,5,0.11,5,7,7,19,0.41,2,2,0.54,,,,,,,0.87,62,22,72,26,1.16,1.18,67,24,77.81,28.36
868,912,,13,6,26,32,10,5,17,19,0.59,3,1,9,13,0.41,14,2,0.56,12,22,5,30,9,16,5,18,0.6,3,6,0,9,0.3,9,0,0.5,,,,,,,1.07,66,34,57,27,0.86,0.79,61.5,30.5,53.11,24.22
792,786,,26,15,22,44,17,11,14,7,0.16,9,4,8,21,0.48,6,0,0.5,17,19,33,48,12,12,22,18,0.38,5,7,11,23,0.48,10,0,0.5,,,,,,,0.92,72,28,89,41,1.24,1.46,80.5,34.5,99.51,50.52
926,902,,6,17,10,28,6,14,8,14,0.5,0,3,2,5,0.18,4,0,0.5,13,12,18,34,10,10,14,8,0.24,3,2,4,9,0.26,3,0,0.5,,,,,,,0.82,47,19,51,17,1.09,0.89,49,18,53.17,16.11
916,924,,9,16,10,30,8,13,7,9,0.3,1,3,3,7,0.23,2,0,0.5,7,8,14,24,5,7,10,12,0.5,2,1,4,7,0.29,5,0,0.5,,,,,,,1.25,46,16,43,19,0.93,1.19,44.5,17.5,41.6,20.78
952,740,,4,5,15,20,4,5,11,13,0.65,0,0,4,4,0.2,8,0,0.5,16,39,21,52,12,25,13,23,0.44,4,14,8,26,0.5,16,0,0.5,,,,,,,0.38,37,17,101,49,2.73,2.88,69,33,188.35,95.12
