Rho1,Rho2,StageType,GlobalI1,GlobalE1,GlobalS1,DIF1,DIMI1,DIME1,DIMS1,DIM1,DIMper1,INTI1,INTE1,INTS1,INT1,INTper1,DI1,DIS1,AIper1,GlobalI2,GlobalE2,GlobalS2,DIF2,DIMI2,DIME2,DIMS2,DIM2,DIMper2,INTI2,INTE2,INTS2,INT2,INTper2,DI2,DIS2,AIper2,BalDIMI1,BalDIME1,BalDIMS1,BalDIMI2,BalDIME2,BalDIMS2,DIF1divDIF2,VQ1,VQ2,SQ1,SQ2,BQr1,BQr2,BQa1,BQa2,CQ1,CQ2
858,808,,15,18,24,42,12,13,17,9,0.21,3,5,7,15,0.36,6,0,0.5,18,22,28,48,14,15,19,9,0.19,4,7,9,20,0.42,7,0,0.5,,,,,,,0.88,66,24,77,29,1.17,1.21,71.5,26.5,83.42,32.02
906,934,,5,16,14,30,5,13,10,9,0.3,0,3,4,7,0.23,5,0,0.5,2,6,20,22,2,6,14,20,0.91,0,0,6,6,0.27,12,0,0.5,,,,,,,1.36,46,16,48,26,1.04,1.63,47,21,49.04,34.13
930,838,,8,6,18,26,7,6,13,13,0.5,1,0,5,6,0.23,9,0,0.5,15,15,22,40,12,12,14,8,0.2,3,3,8,14,0.35,10,0,0.5,,,,,,,0.65,45,19,62,22,1.38,1.16,53.5,20.5,73.71,23.74
692,942,,14,31,40,62,10,17,26,16,0.26,4,14,14,32,0.52,10,0,0.5,4,11,9,18,3,9,6,9,0.5,1,2,3,6,0.33,3,0,0.5,,,,,,,3.44,110,48,33,15,0.3,0.31,71.5,31.5,21.45,9.84
866,754,,11,21,16,36,9,14,12,9,0.25,2,7,4,13,0.36,8,4,0.75,15,32,18,48,12,17,13,21,0.44,3,15,5,23,0.48,22,2,0.63,,,,,,,0.75,62,26,94,46,1.52,1.77,78,36,118.26,63.69
946,840,,5,6,17,24,5,6,13,15,0.63,0,0,4,4,0.17,8,0,0.5,9,16,29,38,7,13,18,16,0.42,2,3,11,16,0.42,17,0,0.5,,,,,,,0.63,43,19,70,32,1.63,1.68,56.5,25.5,91.98,42.95
924,960,,15,5,9,24,10,4,8,12,0.5,5,1,1,7,0.29,8,0,0.5,11,3,7,18,8,3,7,6,0.33,3,0,0,3,0.17,6,0,0.5,,,,,,,1.33,43,19,27,9,0.63,0.47,35,14,21.98,6.63
890,874,,8,12,21,30,7,9,14,12,0.4,1,3,7,11,0.37,10,0,0.5,14,18,21,40,10,14,16,8,0.2,4,4,5,13,0.33,2,0,0.5,,,,,,,0.75,53,23,61,21,1.15,0.91,57,22,65.6,20.09
860,792,,11,22,20,40,10,15,15,5,0.13,1,7,5,13,0.33,8,2,0.6,26,20,28,52,18,15,19,5,0.1,8,5,9,22,0.42,5,0,0.5,,,,,,,0.77,60,20,79,27,1.32,1.35,69.5,23.5,91.51,31.73
824,888,,6,17,28,40,6,13,17,23,0.58,0,4,11,15,0.38,18,4,0.78,11,25,9,34,9,18,7,20,0.59,2,7,2,11,0.32,10,0,0.5,,,,,,,1.18,82,42,65,31,0.79,0.74,73.5,36.5,58.26,26.94
936,882,,7,9,13,24,7,7,10,6,0.25,0,2,3,5,0.21,4,0,0.5,10,14,23,36,8,11,17,15,0.42,2,3,6,11,0.31,7,0,0.5,,,,,,,0.67,35,11,62,26,1.77,2.36,48.5,18.5,85.91,43.73
714,964,,18,33,35,56,12,21,23,13,0.23,6,12,12,30,0.54,6,0,0.5,6,7,8,20,5,7,8,4,0.2,1,0,0,1,0.05,2,0,0.5,,,,,,,2.8,99,43,25,5,0.25,0.12,62,24,15.66,2.79
922,834,,8,8,20,30,7,8,15,15,0.5,1,0,5,6,0.2,9,0,0.5,13,16,27,40,11,12,17,11,0.28,2,4,10,16,0.4,14,0,0.5,,,,,,,0.75,51,21,67,27,1.31,1.29,59,24,77.51,30.86
958,868,,8,6,8,20,8,5,7,4,0.2,0,1,1,2,0.1,1,0,0.5,17,7,24,36,13,7,16,12,0.33,4,0,8,12,0.33,12,0,0.5,,,,,,,0.56,26,6,60,24,2.31,4,43,15,99.23,60
892,828,,6,13,21,32,6,11,14,13,0.41,0,2,7,9,0.28,12,0,0.5,17,21,17,42,13,15,10,3,0.07,4,6,7,17,0.4,4,0,0.5,,,,,,,0.76,54,22,62,20,1.15,0.91,58,21,66.59,19.09
900,746,,10,16,16,32,8,12,12,4,0.13,2,4,4,10,0.31,2,0,0.53,33,23,20,50,21,15,14,13,0.26,12,8,6,26,0.52,10,0,0.5,,,,,,,0.64,46,14,89,39,1.93,2.79,67.5,26.5,130.6,73.82
950,846,,7,7,12,22,6,6,10,8,0.36,1,1,2,4,0.18,2,0,0.5,17,24,19,44,13,17,14,7,0.16,4,7,5,16,0.36,5,0,0.5,,,,,,,0.5,34,12,67,23,1.97,1.92,50.5,17.5,99.51,33.54
952,904,,7,7,12,24,7,6,11,9,0.38,0,1,1,2,0.08,1,2,0.54,14,15,10,32,10,12,9,4,0.13,4,3,1,8,0.25,4,2,0.56,,,,,,,0.75,37,13,46,14,1.24,1.08,41.5,13.5,51.59,14.54
918,900,,8,5,20,26,7,5,14,16,0.62,1,0,6,7,0.27,11,0,0.5,10,12,20,32,8,10,14,10,0.31,2,2,6,10,0.31,8,0,0.5,,,,,,,0.81,49,23,52,20,1.06,0.87,50.5,21.5,53.59,18.7
838,762,,26,11,20,44,19,7,15,13,0.3,7,4,5,16,0.36,5,0,0.5,20,34,27,56,15,22,19,10,0.18,5,12,8,25,0.45,11,0,0.5,,,,,,,0.79,73,29,91,35,1.25,1.21,82,32,102.22,38.62
942,908,,6,6,15,22,5,6,11,11,0.5,1,0,4,5,0.23,7,0,0.5,19,8,16,34,14,7,13,8,0.24,5,1,3,9,0.26,6,0,0.5,,,,,,,0.65,38,16,51,17,1.34,1.06,44.5,16.5,59.72,17.53
948,936,,8,7,13,24,7,7,10,6,0.25,1,0,3,4,0.17,5,2,0.54,13,9,9,26,11,7,8,7,0.27,2,2,1,5,0.19,1,0,0.5,,,,,,,0.92,36,12,38,12,1.06,1,37,12,39.06,12
848,846,,15,10,30,38,11,8,19,19,0.5,4,2,11,17,0.45,16,2,0.63,7,25,21,38,6,17,14,13,0.34,1,8,7,16,0.42,8,0,0.5,,,,,,,1,76,38,67,29,0.88,0.76,71.5,33.5,63.03,25.57
888,908,,14,13,19,36,12,10,14,6,0.17,2,3,5,10,0.28,5,0,0.5,19,12,10,32,14,10,8,10,0.31,5,2,2,9,0.28,6,0,0.5,,,,,,,1.13,52,16,51,19,0.98,1.19,51.5,17.5,50.51,20.78
850,776,,23,10,16,40,17,9,10,11,0.28,6,1,6,13,0.33,5,0,0.5,18,25,19,44,11,17,12,7,0.16,7,8,7,22,0.5,2,0,0.5,,,,,,,0.91,64,24,73,29,1.14,1.21,68.5,26.5,78.13,32.02
732,860,,16,12,33,48,12,10,17,30,0.63,4,2,16,22,0.46,26,4,0.69,14,16,20,38,10,12,14,4,0.11,4,4,6,14,0.37,4,0,0.5,,,,,,,1.26,104,56,56,18,0.54,0.32,80,37,43.08,11.89
938,808,,8,11,13,28,7,10,11,5,0.18,1,1,2,4,0.14,2,0,0.5,17,11,31,44,10,9,21,19,0.43,7,2,10,19,0.43,11,2,0.61,,,,,,,0.64,37,9,84,40,2.27,4.44,60.5,24.5,137.35,108.89
896,780,,17,12,17,36,13,10,13,3,0.08,4,2,4,10,0.28,2,0,0.5,17,14,31,50,13,12,17,25,0.5,4,2,14,20,0.4,22,0,0.5,,,,,,,0.72,49,13,95,45,1.94,3.46,72,29,139.59,100.38
876,778,,14,14,15,34,11,10,10,2,0.06,3,4,5,12,0.35,3,0,0.5,15,25,32,50,12,17,21,13,0.26,3,8,11,22,0.44,11,0,0.5,,,,,,,0.68,48,14,85,35,1.77,2.5,66.5,24.5,117.76,61.25
870,870,,13,10,29,38,10,8,20,22,0.58,3,2,9,14,0.37,13,0,0.5,20,15,10,34,14,10,9,8,0.24,6,5,1,12,0.35,6,2,0.56,,,,,,,1.12,74,36,56,22,0.76,0.61,65,29,49.19,17.72
914,918,,10,5,18,24,7,4,12,12,0.5,3,1,6,10,0.42,8,2,0.58,10,9,11,24,8,7,7,3,0.13,2,2,4,8,0.33,4,0,0.5,,,,,,,1,48,24,35,11,0.73,0.46,41.5,17.5,30.26,8.02
938,810,,10,11,9,26,9,9,8,1,0.04,1,2,1,4,0.15,2,0,0.5,21,34,11,48,16,22,10,18,0.38,5,12,1,18,0.38,18,0,0.5,,,,,,,0.54,31,5,84,36,2.71,7.2,57.5,20.5,155.81,147.6
868,786,,17,20,19,42,14,14,14,0,0,3,6,5,14,0.33,4,0,0.5,25,21,28,52,18,15,19,5,0.1,7,6,9,22,0.42,5,0,0.5,,,,,,,0.81,56,14,79,27,1.41,1.93,67.5,20.5,95.22,39.54
934,828,,15,10,8,28,12,9,7,8,0.29,3,1,1,5,0.18,4,2,0.61,9,17,31,40,8,13,19,17,0.43,1,4,12,17,0.43,19,0,0.5,,,,,,,0.7,43,15,74,34,1.72,2.27,58.5,24.5,100.67,55.53
908,896,,11,12,18,32,9,10,13,7,0.22,2,2,5,9,0.28,6,0,0.5,7,15,18,30,6,12,12,6,0.2,1,3,6,10,0.33,8,0,0.5,,,,,,,1.07,48,16,46,16,0.96,1,47,16,45.04,16
928,820,,10,8,17,30,9,8,13,9,0.3,1,0,4,5,0.17,7,0,0.5,17,27,14,46,14,17,12,14,0.3,3,10,2,15,0.33,15,2,0.67,,,,,,,0.65,44,14,77,31,1.75,2.21,60.5,22.5,105.88,49.82
904,838,,15,8,14,30,12,6,10,6,0.2,3,2,4,9,0.3,3,0,0.5,12,14,28,40,9,10,19,17,0.43,3,4,9,16,0.4,11,0,0.5,,,,,,,0.75,45,15,73,33,1.62,2.2,59,24,95.71,52.8
786,890,,11,23,35,50,8,17,23,19,0.38,3,6,12,21,0.42,15,0,0.5,15,14,11,32,10,10,9,7,0.22,5,4,2,11,0.34,4,2,0.56,,,,,,,1.56,90,40,52,20,0.58,0.5,71,30,41.02,15
878,808,,12,12,24,36,10,9,17,15,0.42,2,3,7,12,0.33,9,0,0.5,15,24,27,46,11,18,17,8,0.17,4,6,10,20,0.43,10,0,0.5,,,,,,,0.78,63,27,74,28,1.17,1.04,68.5,27.5,80.46,28.52
930,880,,9,7,18,28,8,7,13,11,0.39,1,0,5,6,0.21,9,0,0.5,18,9,16,32,13,8,10,7,0.22,5,1,6,12,0.38,6,0,0.5,,,,,,,0.88,45,17,51,19,1.13,1.12,48,18,54.4,20.12
882,886,,4,10,23,30,4,10,14,18,0.6,0,0,9,9,0.3,18,0,0.5,5,19,19,32,5,13,14,10,0.31,0,6,5,11,0.34,7,0,0.5,,,,,,,0.94,57,27,53,21,0.93,0.78,55,24,51.14,18.67
918,918,,7,14,15,28,6,10,12,8,0.29,1,4,3,8,0.29,4,0,0.5,15,6,16,30,11,6,13,9,0.3,4,0,3,7,0.23,5,0,0.5,,,,,,,0.93,44,16,46,16,1.05,1,45,16,47.05,16
928,854,,14,6,14,28,11,6,11,5,0.18,3,0,3,6,0.21,3,0,0.5,16,14,15,38,11,10,10,4,0.11,5,4,5,14,0.37,1,0,0.5,,,,,,,0.74,39,11,56,18,1.44,1.64,47.5,14.5,68.21,23.73
948,922,,7,7,14,26,6,7,13,13,0.5,1,0,1,2,0.08,1,0,0.5,11,9,17,30,9,8,13,9,0.3,2,1,4,7,0.23,5,0,0.5,,,,,,,0.87,41,15,46,16,1.12,1.07,43.5,15.5,48.8,16.53
948,890,,4,7,15,22,4,7,11,11,0.5,0,0,4,4,0.18,8,0,0.5,6,20,19,34,5,15,14,11,0.32,1,5,5,11,0.32,4,0,0.5,,,,,,,0.65,37,15,56,22,1.51,1.47,46.5,18.5,70.38,27.13
942,814,,2,9,17,24,2,8,14,18,0.75,0,1,3,4,0.17,5,2,0.58,9,35,21,44,7,23,14,25,0.57,2,12,7,21,0.48,15,0,0.5,,,,,,,0.55,48,24,90,46,1.88,1.92,69,35,129.38,67.08
876,916,,13,10,23,36,10,7,17,15,0.42,3,3,6,12,0.33,6,0,0.5,5,15,17,30,5,12,13,9,0.3,0,3,4,7,0.23,5,0,0.5,,,,,,,1.2,63,27,46,16,0.73,0.59,54.5,21.5,39.79,12.74
906,862,,13,7,19,32,10,7,15,13,0.41,3,0,4,7,0.22,5,0,0.5,12,6,29,36,11,5,20,24,0.67,1,1,9,11,0.31,16,0,0.5,,,,,,,0.89,52,20,71,35,1.37,1.75,61.5,27.5,83.97,48.13
808,914,,14,27,16,44,10,19,10,13,0.3,4,8,6,18,0.41,6,0,0.5,14,10,14,32,12,9,11,4,0.13,2,1,3,6,0.19,3,0,0.5,,,,,,,1.38,75,31,42,10,0.56,0.32,58.5,20.5,32.76,6.61
852,838,,11,10,32,40,10,9,21,23,0.58,1,1,11,13,0.33,20,2,0.53,18,19,25,46,14,14,18,8,0.17,4,5,7,16,0.35,5,0,0.5,,,,,,,0.87,78,38,70,24,0.9,0.63,74,31,66.41,19.58
940,880,,7,14,8,26,7,11,8,7,0.27,0,3,0,3,0.12,6,0,0.5,13,9,20,34,11,8,14,11,0.32,2,1,6,9,0.26,9,0,0.5,,,,,,,0.76,36,10,54,20,1.5,2,45,15,67.5,30
826,896,,26,20,10,42,17,15,7,12,0.29,9,5,3,17,0.4,10,0,0.5,15,13,16,34,12,10,12,2,0.06,3,3,4,10,0.29,2,0,0.5,,,,,,,1.24,71,29,46,12,0.65,0.41,58.5,20.5,37.9,8.48
936,766,,3,16,9,22,3,11,8,11,0.5,0,5,1,6,0.27,9,0,0.5,22,23,32,52,16,16,20,8,0.15,6,7,12,25,0.48,11,0,0.5,,,,,,,0.42,39,17,85,33,2.18,1.94,62,25,135.13,48.53
924,902,,15,7,15,32,13,7,12,7,0.22,2,0,3,5,0.16,4,0,0.5,19,13,11,34,13,11,10,5,0.15,6,2,1,9,0.26,9,0,0.5,,,,,,,0.94,44,12,48,14,1.09,1.17,46,13,50.18,15.17
918,734,,7,10,15,26,6,8,10,10,0.38,1,2,5,8,0.31,7,0,0.5,25,26,30,54,17,18,19,3,0.06,8,8,11,27,0.5,6,0,0.5,,,,,,,0.48,44,18,84,30,1.91,1.67,64,24,122.18,40
920,964,,11,10,17,32,10,9,13,7,0.22,1,1,4,6,0.19,6,2,0.53,5,9,5,16,4,7,5,5,0.31,1,2,0,3,0.19,3,0,0.5,,,,,,,2,47,15,24,8,0.51,0.53,35.5,11.5,18.13,6.13
884,818,,9,8,28,32,7,7,18,22,0.69,2,1,10,13,0.41,17,2,0.66,11,25,29,46,9,18,19,11,0.24,2,7,10,19,0.41,11,0,0.5,,,,,,,0.7,69,37,76,30,1.1,0.81,72.5,33.5,79.86,27.16
776,856,,16,29,29,52,13,20,19,8,0.15,3,9,10,22,0.42,8,0,0.5,26,18,12,42,19,13,10,15,0.36,7,5,2,14,0.33,7,0,0.5,,,,,,,1.24,82,30,71,29,0.87,0.97,76.5,29.5,66.24,28.52
940,928,,12,5,15,28,11,5,12,8,0.29,1,0,3,4,0.14,5,0,0.5,8,9,11,24,6,8,7,6,0.25,2,1,4,7,0.29,5,0,0.5,,,,,,,1.17,40,12,37,13,0.93,1.08,38.5,12.5,35.61,13.54
892,918,,7,19,19,34,6,14,14,8,0.24,1,5,5,11,0.32,4,0,0.5,12,13,10,30,10,11,7,3,0.1,2,2,3,7,0.23,2,0,0.5,,,,,,,1.13,53,19,40,10,0.75,0.53,46.5,14.5,35.09,7.63
858,898,,6,15,26,36,5,10,18,18,0.5,1,5,8,14,0.39,10,0,0.5,10,15,14,32,7,11,11,1,0.03,3,4,3,10,0.31,2,0,0.5,,,,,,,1.13,68,32,43,11,0.63,0.34,55.5,21.5,35.1,7.39
918,930,,12,5,14,24,8,5,10,9,0.38,4,0,4,8,0.33,4,0,0.5,7,5,20,26,6,5,15,19,0.73,1,0,5,6,0.23,9,0,0.5,,,,,,,0.92,41,17,51,25,1.24,1.47,46,21,57.22,30.88
842,772,,15,22,20,40,11,16,13,8,0.2,4,6,7,17,0.43,4,2,0.6,27,21,25,50,19,15,16,7,0.14,8,6,9,23,0.46,4,0,0.5,,,,,,,0.8,67,27,80,30,1.19,1.11,73.5,28.5,87.76,31.67
870,864,,20,2,25,34,14,2,18,20,0.59,6,0,7,13,0.38,8,2,0.56,5,15,28,36,5,12,19,21,0.58,0,3,9,12,0.33,15,0,0.5,,,,,,,0.94,69,35,69,33,1,0.94,69,34,69,32.06
934,824,,6,9,17,26,5,8,13,13,0.5,1,1,4,6,0.23,6,0,0.5,19,23,21,44,13,16,15,4,0.09,6,7,6,19,0.43,2,0,0.5,,,,,,,0.59,45,19,67,23,1.49,1.21,56,21,83.38,25.42
892,954,,22,14,9,36,16,12,8,12,0.33,6,2,1,9,0.25,9,2,0.53,6,8,11,22,6,7,9,5,0.23,0,1,2,3,0.14,3,0,0.5,,,,,,,1.64,59,23,30,8,0.51,0.35,44.5,15.5,22.63,5.39
834,746,,4,21,29,38,4,15,19,19,0.5,0,6,10,16,0.42,14,2,0.53,30,28,18,58,17,20,15,11,0.19,13,8,3,24,0.41,15,4,0.64,,,,,,,0.66,75,37,97,39,1.29,1.05,86,38,111.23,40.05
930,852,,9,5,16,24,8,5,11,9,0.38,1,0,5,6,0.25,9,0,0.5,15,18,23,42,12,14,16,6,0.14,3,4,7,14,0.33,7,2,0.52,,,,,,,0.57,39,15,64,22,1.64,1.47,51.5,18.5,84.51,27.13
926,948,,8,4,15,24,7,4,10,15,0.63,1,0,5,6,0.25,9,0,0.5,7,14,7,24,6,11,7,9,0.38,1,3,0,4,0.17,5,0,0.5,,,,,,,1,45,21,37,13,0.82,0.62,41,17,33.71,10.52
940,822,,15,4,11,26,12,4,10,10,0.38,3,0,1,4,0.15,5,0,0.5,16,23,26,48,13,17,18,6,0.13,3,6,8,17,0.35,7,0,0.5,,,,,,,0.54,40,14,71,23,1.78,1.64,55.5,18.5,98.51,30.39
934,858,,11,9,13,28,10,8,10,2,0.07,1,1,3,5,0.18,4,0,0.5,23,18,16,42,17,13,12,9,0.21,6,5,4,15,0.36,3,0,0.5,,,,,,,0.67,35,7,66,24,1.89,3.43,50.5,15.5,95.23,53.14
800,860,,23,18,27,50,17,14,17,7,0.14,6,4,10,20,0.4,10,0,0.5,10,15,27,38,9,11,18,16,0.42,1,4,9,14,0.37,13,0,0.5,,,,,,,1.32,77,27,68,30,0.88,1.11,72.5,28.5,64.03,31.67
926,856,,11,8,17,30,9,8,13,9,0.3,2,0,4,6,0.2,6,0,0.5,16,23,14,38,12,15,11,7,0.18,4,8,3,15,0.39,9,0,0.5,,,,,,,0.79,45,15,60,22,1.33,1.47,52.5,18.5,70,27.13
822,836,,11,21,26,42,10,14,17,9,0.21,1,7,9,17,0.4,10,2,0.62,15,21,25,44,11,15,18,10,0.23,4,6,7,17,0.39,4,0,0.5,,,,,,,0.95,70,28,71,27,1.01,0.96,70.5,27.5,71.51,26.52
736,708,,19,29,38,60,13,20,25,15,0.25,6,9,13,28,0.47,11,2,0.6,25,31,24,58,17,17,16,17,0.29,8,14,8,30,0.52,12,4,0.71,,,,,,,1.03,105,45,109,51,1.04,1.13,107,48,111.08,54.4
954,824,,8,9,9,24,8,8,8,0,0,0,1,1,2,0.08,1,0,0.5,28,22,12,44,18,15,11,10,0.23,10,7,1,18,0.41,12,0,0.5,,,,,,,0.55,26,2,72,28,2.77,14,49,15,135.69,210
866,830,,9,9,26,34,8,7,17,23,0.68,1,2,9,12,0.35,15,0,0.5,16,10,27,38,10,7,19,19,0.5,6,3,8,17,0.45,7,0,0.5,,,,,,,0.89,69,35,74,36,1.07,1.03,71.5,35.5,76.68,36.51
924,844,,12,9,15,30,9,9,12,6,0.2,3,0,3,6,0.2,3,0,0.5,15,20,22,40,11,14,15,5,0.13,4,6,7,17,0.43,4,0,0.5,,,,,,,0.75,42,12,62,22,1.48,1.83,52,17,76.76,31.17
914,902,,9,15,13,30,8,12,10,6,0.2,1,3,3,7,0.23,2,0,0.5,10,10,16,30,7,7,12,6,0.2,3,3,4,10,0.33,2,2,0.63,,,,,,,1,43,13,48,18,1.12,1.38,45.5,15.5,50.79,21.46
904,880,,13,11,19,34,10,10,14,8,0.24,3,1,5,9,0.26,6,0,0.5,13,14,16,34,9,10,12,5,0.15,4,4,4,12,0.35,0,0,0.5,,,,,,,1,51,17,51,17,1,1,51,17,51,17
928,924,,14,6,15,28,11,6,11,5,0.18,3,0,4,7,0.25,5,0,0.5,5,16,14,28,5,12,11,8,0.29,0,4,3,7,0.25,5,0,0.5,,,,,,,1,40,12,43,15,1.08,1.25,41.5,13.5,44.61,16.88
878,890,,4,7,32,32,4,7,21,31,0.97,0,0,11,11,0.34,22,2,0.59,14,21,12,36,11,16,9,12,0.33,3,5,3,11,0.31,4,0,0.5,,,,,,,0.89,76,44,59,23,0.78,0.52,67.5,33.5,52.4,17.51
780,792,,11,16,33,50,8,12,17,34,0.68,3,4,16,23,0.46,25,2,0.56,19,32,23,52,14,21,17,11,0.21,5,11,6,22,0.42,11,2,0.56,,,,,,,0.96,109,59,87,35,0.8,0.59,98,47,78.22,27.88
872,800,,16,11,24,38,13,8,17,13,0.34,3,3,7,13,0.34,8,0,0.5,25,9,22,44,17,7,14,16,0.36,8,2,8,18,0.41,6,0,0.5,,,,,,,0.86,64,26,78,34,1.22,1.31,71,30,86.53,39.23
940,788,,11,10,9,26,9,9,8,1,0.04,2,1,1,4,0.15,2,0,0.5,25,25,22,50,17,17,16,1,0.02,8,8,6,22,0.44,2,0,0.5,,,,,,,0.52,31,5,73,23,2.35,4.6,52,14,122.45,64.4
862,610,,19,20,16,40,14,15,11,5,0.13,5,5,5,15,0.38,0,2,0.6,30,19,34,60,18,14,17,21,0.35,12,5,17,34,0.57,17,2,0.58,,,,,,,0.67,62,22,117,57,1.89,2.59,89.5,39.5,168.9,102.34
922,928,,8,9,18,28,7,7,14,14,0.5,1,2,4,7,0.25,5,0,0.5,9,14,10,26,7,11,8,7,0.27,2,3,2,7,0.27,2,0,0.5,,,,,,,1.08,49,21,40,14,0.82,0.67,44.5,17.5,36.33,11.67
904,912,,7,8,24,30,6,7,17,21,0.7,1,1,7,9,0.3,12,2,0.57,9,14,15,30,8,11,11,3,0.1,1,3,4,8,0.27,4,0,0.5,,,,,,,1,62,32,41,11,0.66,0.34,51.5,21.5,34.06,7.39
934,924,,9,6,16,26,8,6,12,10,0.38,1,0,4,5,0.19,7,0,0.5,9,10,15,28,8,8,12,8,0.29,1,2,3,6,0.21,3,0,0.5,,,,,,,0.93,41,15,42,14,1.02,0.93,41.5,14.5,42.51,13.53
930,844,,4,7,21,26,4,7,15,19,0.73,0,0,6,6,0.23,12,2,0.58,20,19,21,44,14,15,15,1,0.02,6,4,6,16,0.36,2,2,0.52,,,,,,,0.59,53,27,63,19,1.19,0.7,58,23,68.94,16.19
874,844,,14,15,17,38,11,10,14,4,0.11,3,5,3,11,0.29,4,2,0.55,11,15,32,42,9,12,21,21,0.5,2,3,11,16,0.38,17,0,0.5,,,,,,,0.9,55,17,79,37,1.44,2.18,67,27,96.24,58.76
848,780,,13,13,31,42,11,11,20,18,0.43,2,2,11,15,0.36,18,0,0.5,35,22,17,50,23,14,13,19,0.38,12,8,4,24,0.48,12,0,0.5,,,,,,,0.84,75,33,93,43,1.24,1.3,84,38,104.16,49.52
918,836,,12,10,14,30,10,7,12,6,0.2,2,3,2,7,0.23,2,0,0.5,12,27,22,44,10,18,16,10,0.23,2,9,6,17,0.39,10,0,0.5,,,,,,,0.68,43,13,71,27,1.65,2.08,57,20,94.12,41.54
956,932,,5,11,8,22,5,10,7,8,0.36,0,1,1,2,0.09,1,0,0.5,9,11,9,22,7,9,6,5,0.23,2,2,3,7,0.32,2,0,0.5,,,,,,,1,32,10,34,12,1.06,1.2,33,11,35.06,13.2
958,770,,10,5,9,22,9,5,8,5,0.23,1,0,1,2,0.09,1,0,0.5,12,35,23,50,10,23,15,19,0.38,2,12,8,22,0.44,14,2,0.64,,,,,,,0.44,29,7,93,43,3.21,6.14,61,25,195.62,153.57
702,638,,27,37,30,62,18,24,20,10,0.16,9,13,10,32,0.52,7,0,0.5,49,30,12,60,29,20,10,27,0.45,20,10,2,32,0.53,28,6,0.77,,,,,,,1.03,104,42,125,65,1.2,1.55,114.5,53.5,137.62,82.8
856,776,,20,12,21,40,15,10,14,5,0.13,5,2,7,14,0.35,7,0,0.5,24,16,37,52,16,12,24,20,0.38,8,4,13,25,0.48,14,0,0.5,,,,,,,0.77,59,19,97,45,1.64,2.37,78,32,128.24,75.79
654,680,,21,32,33,68,15,17,17,16,0.24,6,15,16,37,0.54,11,0,0.5,30,39,28,64,20,25,19,11,0.17,10,14,9,33,0.52,9,0,0.5,,,,,,,1.06,121,53,108,44,0.89,0.83,114.5,48.5,102.2,40.26
908,786,,5,12,21,30,5,10,15,15,0.5,0,2,6,8,0.27,10,0,0.5,25,23,27,52,17,16,19,5,0.1,8,7,8,23,0.44,1,2,0.54,,,,,,,0.58,53,23,82,30,1.55,1.3,67.5,26.5,104.43,34.57
966,922,,3,5,10,16,3,5,8,8,0.5,0,0,2,2,0.13,4,0,0.5,8,8,17,26,7,7,12,10,0.38,1,1,5,7,0.27,8,0,0.5,,,,,,,0.62,26,10,43,17,1.65,1.7,34.5,13.5,57.06,22.95
914,760,,8,15,7,28,7,10,7,14,0.5,1,5,0,6,0.21,9,0,0.5,34,9,8,40,17,6,5,35,0.88,17,3,3,23,0.58,28,2,0.63,,,,,,,0.7,48,20,100,60,2.08,3,74,40,154.17,120
880,810,,5,15,19,30,5,10,13,9,0.3,0,5,6,11,0.37,7,0,0.5,26,20,9,42,17,15,8,15,0.36,9,5,1,15,0.36,12,2,0.64,,,,,,,0.71,50,20,74,32,1.48,1.6,62,26,91.76,41.6
922,778,,11,9,14,28,10,6,12,8,0.29,1,3,2,6,0.21,3,0,0.5,14,39,22,52,12,25,15,23,0.44,2,14,7,23,0.44,19,0,0.5,,,,,,,0.54,42,14,98,46,2.33,3.29,70,30,163.33,98.57
770,644,,39,6,15,42,25,5,9,36,0.86,14,1,6,21,0.5,21,2,0.62,27,30,30,60,16,20,18,9,0.15,11,10,12,33,0.55,3,6,0.78,,,,,,,0.7,101,59,108,48,1.07,0.81,104.5,53.5,111.74,43.53
898,770,,12,14,14,32,10,10,11,1,0.03,2,4,3,9,0.28,3,0,0.5,21,20,26,48,15,14,17,9,0.19,6,6,9,21,0.44,6,2,0.69,,,,,,,0.67,42,10,80,32,1.9,3.2,61,21,116.19,67.2
894,906,,13,13,20,36,11,11,14,6,0.17,2,2,6,10,0.28,8,2,0.53,8,5,17,26,7,5,10,16,0.62,1,0,7,8,0.31,13,0,0.5,,,,,,,1.38,54,18,50,24,0.93,1.33,52,21,48.15,28
854,822,,11,25,21,44,10,18,16,10,0.23,1,7,5,13,0.3,8,2,0.52,20,24,21,46,15,16,15,2,0.04,5,8,6,19,0.41,5,0,0.5,,,,,,,0.96,69,25,67,21,0.97,0.84,68,23,66.03,19.32
832,634,,24,19,23,48,18,14,16,6,0.13,6,5,7,18,0.38,3,0,0.5,22,38,48,70,16,24,30,20,0.29,6,14,18,38,0.54,16,4,0.7,,,,,,,0.69,72,24,132,62,1.83,2.58,102,43,187,111.08
946,882,,10,5,13,24,9,5,10,6,0.25,1,0,3,4,0.17,5,0,0.5,11,8,25,32,9,6,17,19,0.59,2,2,8,12,0.38,12,0,0.5,,,,,,,0.75,34,10,63,31,1.85,3.1,48.5,20.5,89.87,63.55
928,836,,5,12,17,28,5,10,13,11,0.39,0,2,4,6,0.21,6,0,0.5,15,24,22,44,11,17,16,7,0.16,4,7,6,17,0.39,4,0,0.5,,,,,,,0.64,45,17,68,24,1.51,1.41,56.5,20.5,85.38,28.94
